id_questao;missao;pergunta;alternativa_certa;texto_alternativa_a;texto_alternativa_b;texto_alternativa_c;texto_alternativa_d;texto_alternativa_e;texto_alternativa_certa
M9_Q5;9;"Qual é a diferença na abordagem para resolver um problema entre o 'paradigma imperativo' (Missão 4) e o 'paradigma lógico' (Missão 8)?";a;"O imperativo foca em uma sequência de comandos, o lógico em fatos e regras.";"O imperativo usa recursão e o lógico não.";"O imperativo é um paradigma declarativo.";"O lógico usa variáveis mutáveis, o imperativo não.";"Não há diferença significativa.";"O imperativo foca em uma sequência de comandos, o lógico em fatos e regras."
M9_Q6;9;"Como o conceito de 'fato' e 'regra' do paradigma lógico se relaciona com os 'sistemas de tipos' (Missão 3)?";c;"Fatos e regras são tipos de dados.";"Não há relação, são conceitos de paradigmas diferentes.";"A definição de fatos e regras em um programa lógico pode ser vista como uma forma de especificar a 'tipagem' ou 'relações' que são válidas no sistema.";"Sistemas de tipos são usados apenas em linguagens imperativas.";"Fatos e regras são exclusivos de linguagens fracamente tipadas.";"A definição de fatos e regras em um programa lógico pode ser vista como uma forma de especificar a 'tipagem' ou 'relações' que são válidas no sistema."
M9_Q7;9;"Qual a relação entre 'backtracking' (Missão 8) e a 'busca por soluções' no paradigma lógico?";b;"Backtracking é a mesma coisa que recursão de cauda.";"Backtracking é o mecanismo automático que permite ao interpretador 'voltar' e tentar caminhos alternativos na árvore de busca para encontrar soluções.";"Backtracking não é usado para encontrar soluções.";"Backtracking é um tipo de comando.";"Backtracking é um erro de compilação.";"Backtracking é o mecanismo automático que permite ao interpretador 'voltar' e tentar caminhos alternativos na árvore de busca para encontrar soluções."
M9_Q8;9;"Em relação aos 'sistemas de tipos' (Missão 3), por que o paradigma lógico não necessita de um sistema de tipos estáticos rigoroso?";e;"Porque ele usa variáveis mutáveis.";"Porque ele é um tipo de programação funcional.";"Porque ele é um paradigma imperativo.";"Porque ele não lida com dados.";"Porque a 'unificação' e a 'prova de teoremas' intrínsecas ao paradigma já atuam como uma forma de 'verificação' de consistência.";"Porque a 'unificação' e a 'prova de teoremas' intrínsecas ao paradigma já atuam como uma forma de 'verificação' de consistência."
M9_Q9;9;"Como o 'monomorfismo' (Missão 3) e o 'polimorfismo' (Missão 3) se aplicam ao paradigma lógico?";c;"O paradigma lógico não tem polimorfismo.";"O polimorfismo em lógica é o mesmo que em OO.";"O paradigma lógico utiliza um tipo de polimorfismo em que as variáveis podem assumir valores de diferentes tipos para satisfazer a unificação.";"O paradigma lógico é puramente monomórfico.";"O paradigma lógico usa polimorfismo de sobrecarga.";"O paradigma lógico utiliza um tipo de polimorfismo em que as variáveis podem assumir valores de diferentes tipos para satisfazer a unificação."
M9_Q10;9;"Em um programa lógico, qual a principal diferença entre 'fato' e 'regra'?";a;"Fato é uma proposição verdadeira conhecida, regra é uma forma de deduzir novos fatos.";"Não há diferença.";"Regras são sempre mais importantes que fatos.";"Fatos são dinâmicos e regras são estáticas.";"Fatos têm efeitos colaterais, regras não.";"Fato é uma proposição verdadeira conhecida, regra é uma forma de deduzir novos fatos."
M9_Q11;9;"Como o 'escopo dinâmico' (Missão 4) poderia ser comparado ao 'backtracking' (Missão 8)?";d;"Backtracking é um tipo de escopo dinâmico.";"O escopo dinâmico não tem relação com a busca.";"Ambos são conceitos de programação funcional.";"O escopo dinâmico se baseia no fluxo de execução, assim como o backtracking explora o fluxo de busca de soluções.";"Não há nenhuma relação entre os dois.";"O escopo dinâmico se baseia no fluxo de execução, assim como o backtracking explora o fluxo de busca de soluções."
M9_Q12;9;"Qual a principal vantagem do paradigma lógico para 'inteligência artificial' (Missão 8) em comparação com outros paradigmas?";e;"O paradigma lógico é mais rápido.";"Ele é uma forma de programação imperativa.";"Ele é menos expressivo.";"Ele é puramente funcional.";"Permite a representação de conhecimento e raciocínio lógico de forma declarativa, sendo ideal para sistemas especialistas e de prova de teoremas.";"Permite a representação de conhecimento e raciocínio lógico de forma declarativa, sendo ideal para sistemas especialistas e de prova de teoremas."
M9_Q13;9;"Por que o paradigma lógico é menos eficiente para 'cálculos numéricos' (Missão 8) que o paradigma imperativo?";b;"Ele é mais rápido.";"Porque sua abordagem de prova de teoremas não é otimizada para operações aritméticas, que são mais diretas em uma máquina de von Neumann.";"Porque ele não pode usar funções.";"Porque ele usa variáveis mutáveis.";"Não é menos eficiente.";"Porque sua abordagem de prova de teoremas não é otimizada para operações aritméticas, que são mais diretas em uma máquina de von Neumann."
M9_Q14;9;"Qual a relação entre os conceitos de 'comandos' (Missão 4) e 'regras de inferência' (Missão 8)?";c;"Comandos e regras são a mesma coisa.";"Comandos são usados para descrever o que fazer, regras para como fazer.";"Comandos alteram o estado do programa, enquanto regras são usadas para deduzir novos fatos sem alterar o estado.";"Regras são usados para a sintaxe, comandos para a semântica.";"Comandos só existem em linguagens lógicas.";"Comandos alteram o estado do programa, enquanto regras são usadas para deduzir novos fatos sem alterar o estado."
M9_Q15;9;"Como o conceito de 'valores de primeira classe' (Missão 3) se aplica ao paradigma lógico?";c;"Valores de primeira classe não se aplicam ao paradigma lógico.";"Valores de primeira classe são sempre mutáveis.";"O paradigma lógico foca em fatos e regras, e não em valores de primeira classe como funções, que são centrais no paradigma funcional.";"Valores de primeira classe são sempre números.";"Valores de primeira classe são exclusivos de linguagens imperativas.";"O paradigma lógico foca em fatos e regras, e não em valores de primeira classe como funções, que são centrais no paradigma funcional."
M9_Q16;9;"Qual a principal desvantagem do paradigma lógico em termos de 'legibilidade'?";e;"A legibilidade é sempre alta.";"Ele usa muitas variáveis mutáveis.";"Ele é muito parecido com a linguagem humana.";"Ele não usa recursão.";"A forma de expressar lógica e resolução de problemas pode ser não-intuitiva para programadores acostumados com o modelo imperativo.";"A forma de expressar lógica e resolução de problemas pode ser não-intuitiva para programadores acostumados com o modelo imperativo."
M9_Q17;9;"O que a 'semântica' (Missão 2) de uma linguagem lógica representa?";b;"A forma como o código é escrito.";"O significado das relações e fatos, e como o sistema infere novas conclusões a partir deles.";"O processo de otimização do código.";"A tradução para código de máquina.";"A alocação de memória.";"O significado das relações e fatos, e como o sistema infere novas conclusões a partir deles."
M9_Q18;9;"Qual a relação entre a 'arquitetura de von Neumann' (Missão 4) e o paradigma lógico (Missão 8)?";d;"O paradigma lógico é baseado na arquitetura de von Neumann.";"O paradigma lógico é o único paradigma adequado para a arquitetura.";"Não há relação, pois o paradigma lógico é um modelo de computação abstrato, não focado em estado e comandos.";"Não há uma relação direta, pois o paradigma lógico não é um modelo de execução sequencial baseado em estado mutável, como é o caso das linguagens imperativas.";"O paradigma lógico usa o mesmo modelo de memória que o paradigma imperativo.";"Não há uma relação direta, pois o paradigma lógico não é um modelo de execução sequencial baseado em estado mutável, como é o caso das linguagens imperativas."
M9_Q19;9;"O que o 'backtracking' no paradigma lógico tem em comum com o 'fluxo de controle' no paradigma imperativo?";c;"Ambos são formas de programação funcional.";"Ambos se baseiam em comandos de atribuição.";"Ambos são mecanismos para controlar o fluxo de execução, mas o backtracking é para a busca de soluções, enquanto o fluxo de controle imperativo é para a sequência de comandos.";"Ambos são usados para depurar o código.";"Não há nada em comum.";"Ambos são mecanismos para controlar o fluxo de execução, mas o backtracking é para a busca de soluções, enquanto o fluxo de controle imperativo é para a sequência de comandos."
M9_Q20;9;"Qual a principal diferença no tratamento de 'erros de tipo' entre uma linguagem com tipagem estática (Missão 3) e uma linguagem lógica como Prolog?";a;"A linguagem com tipagem estática detecta o erro em tempo de compilação, enquanto em Prolog a 'unificação' falha se a pergunta é inconsistente com os fatos.";"Ambos detectam erros de tipo em tempo de execução.";"Não há diferença.";"Prolog não tem erros de tipo.";"A linguagem com tipagem estática não tem erros.";"A linguagem com tipagem estática detecta o erro em tempo de compilação, enquanto em Prolog a 'unificação' falha se a pergunta é inconsistente com os fatos."
